isolate_id,sample_accession,country_name,region,specimen_category,collection_year,country_raw,collection_site,collection_date,isolation_source,host,scientific_name,study_accession,center_name
ERR067678,SAMEA1015936,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067679,SAMEA1015937,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067680,SAMEA1015954,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067683,SAMEA1016088,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067686,SAMEA1016172,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067687,SAMEA1016187,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067688,SAMEA1016167,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067690,SAMEA1015959,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067692,SAMEA1015932,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067693,SAMEA1016015,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067694,SAMEA1015990,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067711,SAMEA1016122,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067716,SAMEA1015989,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067717,SAMEA1015979,Russia,,,2009,Russia,,2009,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067718,SAMEA1015922,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067719,SAMEA1015980,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067724,SAMEA1016117,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067725,SAMEA1016024,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067726,SAMEA1016000,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067727,SAMEA1016045,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067730,SAMEA1015988,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067731,SAMEA1016019,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067732,SAMEA1016096,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067733,SAMEA1016113,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067734,SAMEA1016128,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067735,SAMEA1016072,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067740,SAMEA1015923,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067743,SAMEA1015973,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067744,SAMEA1015998,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067747,SAMEA1016077,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067755,SAMEA1016171,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067756,SAMEA1016184,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067757,SAMEA1016145,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067758,SAMEA1016159,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067760,SAMEA1016118,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067765,SAMEA1016060,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR067767,SAMEA1015939,Russia,,,2008,Russia,,2008,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2138,Wellcome Sanger Institute;SC
ERR072037,SAMEA1019263,United Kingdom,Midlands,,2005,United Kingdom,,2005,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR072045,SAMEA1018872,United Kingdom,Midlands,,2010,United Kingdom,,2010,not known,Homo sapiens,Mycobacterium tuberculosis,PRJEB2221,Wellcome Sanger Institute;SC
ERR1034577,SAMEA3558110,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034581,SAMEA3558114,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034582,SAMEA3558115,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034583,SAMEA3558116,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034584,SAMEA3558117,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034585,SAMEA3558118,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034586,SAMEA3558119,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034587,SAMEA3558120,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034588,SAMEA3558121,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034589,SAMEA3558122,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034590,SAMEA3558123,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034591,SAMEA3558124,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034592,SAMEA3558125,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034593,SAMEA3558126,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034594,SAMEA3558127,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034595,SAMEA3558128,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034596,SAMEA3558129,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034597,SAMEA3558130,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034598,SAMEA3558131,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034599,SAMEA3558132,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034600,SAMEA3558133,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034601,SAMEA3558134,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034602,SAMEA3558135,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034603,SAMEA3558136,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034604,SAMEA3558137,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034605,SAMEA3558138,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034606,SAMEA3558139,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034607,SAMEA3558140,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034608,SAMEA3558141,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034609,SAMEA3558142,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034610,SAMEA3558143,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034611,SAMEA3558144,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034612,SAMEA3558145,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034613,SAMEA3558146,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034614,SAMEA3558147,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034615,SAMEA3558148,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034616,SAMEA3558149,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034617,SAMEA3558150,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034618,SAMEA3558151,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034619,SAMEA3558152,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034620,SAMEA3558153,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034625,SAMEA3558158,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034626,SAMEA3558159,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034627,SAMEA3558160,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034628,SAMEA3558161,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034637,SAMEA3558170,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034638,SAMEA3558171,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034639,SAMEA3558172,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034640,SAMEA3558173,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034641,SAMEA3558174,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034642,SAMEA3558175,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034643,SAMEA3558176,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034644,SAMEA3558177,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034645,SAMEA3558178,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034647,SAMEA3558180,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034648,SAMEA3558181,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034652,SAMEA3558185,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034653,SAMEA3558186,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034654,SAMEA3558187,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034657,SAMEA3558190,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034658,SAMEA3558191,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034661,SAMEA3558194,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034662,SAMEA3558195,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034664,SAMEA3558197,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034668,SAMEA3558201,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034670,SAMEA3558203,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034671,SAMEA3558204,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034672,SAMEA3558205,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034673,SAMEA3558206,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034674,SAMEA3558207,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034675,SAMEA3558208,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034676,SAMEA3558209,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034678,SAMEA3558211,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034680,SAMEA3558213,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034683,SAMEA3558216,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034684,SAMEA3558217,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034685,SAMEA3558218,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034695,SAMEA3558228,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034697,SAMEA3558230,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034699,SAMEA3558232,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034700,SAMEA3558233,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034701,SAMEA3558234,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034702,SAMEA3558235,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034716,SAMEA3558249,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034717,SAMEA3558250,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034718,SAMEA3558251,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034721,SAMEA3558254,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034723,SAMEA3558256,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034724,SAMEA3558257,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034725,SAMEA3558258,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034726,SAMEA3558259,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034728,SAMEA3558261,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034729,SAMEA3558262,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034730,SAMEA3558263,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034731,SAMEA3558264,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034733,SAMEA3558266,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034734,SAMEA3558267,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034735,SAMEA3558268,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034736,SAMEA3558269,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034737,SAMEA3558270,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034738,SAMEA3558271,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034739,SAMEA3558272,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034740,SAMEA3558273,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034744,SAMEA3558277,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034747,SAMEA3558280,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034748,SAMEA3558281,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034749,SAMEA3558282,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034750,SAMEA3558283,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034751,SAMEA3558284,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034752,SAMEA3558285,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034753,SAMEA3558286,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034754,SAMEA3558287,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034755,SAMEA3558288,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034756,SAMEA3558289,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034758,SAMEA3558291,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034759,SAMEA3558292,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034764,SAMEA3558297,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034766,SAMEA3558299,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034774,SAMEA3558307,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034783,SAMEA3558316,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034784,SAMEA3558317,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034785,SAMEA3558318,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034786,SAMEA3558319,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034787,SAMEA3558320,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034788,SAMEA3558321,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034789,SAMEA3558322,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034790,SAMEA3558323,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034792,SAMEA3558325,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034794,SAMEA3558327,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034795,SAMEA3558328,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034796,SAMEA3558329,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034797,SAMEA3558330,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034798,SAMEA3558331,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034799,SAMEA3558332,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034802,SAMEA3558335,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034811,SAMEA3558344,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034812,SAMEA3558345,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034814,SAMEA3558347,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034815,SAMEA3558348,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034819,SAMEA3558352,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034821,SAMEA3558354,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034824,SAMEA3558357,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034826,SAMEA3558359,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034830,SAMEA3558363,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034832,SAMEA3558365,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034836,SAMEA3558369,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034838,SAMEA3558371,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034839,SAMEA3558372,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034841,SAMEA3558374,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034842,SAMEA3558375,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034845,SAMEA3558378,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034848,SAMEA3558381,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034849,SAMEA3558382,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034851,SAMEA3558384,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034852,SAMEA3558385,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034856,SAMEA3558389,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034857,SAMEA3558390,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034858,SAMEA3558391,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034859,SAMEA3558392,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034861,SAMEA3558394,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034862,SAMEA3558395,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034864,SAMEA3558397,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034865,SAMEA3558398,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034866,SAMEA3558399,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034867,SAMEA3558400,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034868,SAMEA3558401,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034869,SAMEA3558402,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034871,SAMEA3558404,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034874,SAMEA3558407,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034875,SAMEA3558408,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034876,SAMEA3558409,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034879,SAMEA3558412,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034880,SAMEA3558413,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034882,SAMEA3558415,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034883,SAMEA3558416,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034887,SAMEA3558420,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034889,SAMEA3558422,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034890,SAMEA3558423,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034891,SAMEA3558424,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034892,SAMEA3558425,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034896,SAMEA3558429,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034897,SAMEA3558430,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034898,SAMEA3558431,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034899,SAMEA3558432,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034903,SAMEA3558436,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034905,SAMEA3558438,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034908,SAMEA3558441,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034909,SAMEA3558442,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034912,SAMEA3558445,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034913,SAMEA3558446,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034914,SAMEA3558447,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034915,SAMEA3558448,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034916,SAMEA3558449,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034917,SAMEA3558450,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034918,SAMEA3558451,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034919,SAMEA3558452,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034920,SAMEA3558453,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034921,SAMEA3558454,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034922,SAMEA3558455,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034923,SAMEA3558456,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034924,SAMEA3558457,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
ERR1034926,SAMEA3558459,,,,,,,,,,Mycobacterium tuberculosis,PRJEB10385,LSHTM
