isolate_id,sample_accession,country_name,region,specimen_category,collection_year,country_raw,collection_site,collection_date,isolation_source,host,scientific_name,study_accession,center_name
ERR2510228,SAMEA1101433,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25971,University of Oxford;Nuffield Department of Medicine (NDM);Universidad Peruana Cayetano Heredia
ERR2510230,SAMEA1101435,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25971,University of Oxford;Nuffield Department of Medicine (NDM);Universidad Peruana Cayetano Heredia
ERR2510231,SAMEA1101436,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25971,University of Oxford;Nuffield Department of Medicine (NDM);Universidad Peruana Cayetano Heredia
ERR2510232,SAMEA1101437,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25971,University of Oxford;Nuffield Department of Medicine (NDM);Universidad Peruana Cayetano Heredia
ERR2510233,SAMEA1101438,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25971,University of Oxford;Nuffield Department of Medicine (NDM);Universidad Peruana Cayetano Heredia
ERR2510235,SAMEA1101440,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25971,University of Oxford;Nuffield Department of Medicine (NDM);Universidad Peruana Cayetano Heredia
ERR2510237,SAMEA1101442,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25971,University of Oxford;Nuffield Department of Medicine (NDM);Universidad Peruana Cayetano Heredia
ERR2510238,SAMEA1101443,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25971,University of Oxford;Nuffield Department of Medicine (NDM);Universidad Peruana Cayetano Heredia
ERR2510240,SAMEA1101445,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25971,University of Oxford;Nuffield Department of Medicine (NDM);Universidad Peruana Cayetano Heredia
ERR2510241,SAMEA1101446,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25971,University of Oxford;Nuffield Department of Medicine (NDM);Universidad Peruana Cayetano Heredia
ERR2510242,SAMEA1101447,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25971,University of Oxford;Nuffield Department of Medicine (NDM);Universidad Peruana Cayetano Heredia
ERR2510243,SAMEA1101448,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510245,SAMEA1101450,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510251,SAMEA1101456,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510252,SAMEA1101457,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510253,SAMEA1101458,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510254,SAMEA1101459,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510257,SAMEA1101499,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510260,SAMEA1101502,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510261,SAMEA1101503,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510262,SAMEA1101504,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510265,SAMEA1101507,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510266,SAMEA1101508,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510270,SAMEA1101512,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510271,SAMEA1101513,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510272,SAMEA1101514,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510274,SAMEA1101516,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510278,SAMEA1101520,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510280,SAMEA1101524,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510283,SAMEA1101527,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510291,SAMEA1101535,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510292,SAMEA1101536,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510293,SAMEA1101537,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510295,SAMEA1101539,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510297,SAMEA1101541,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510303,SAMEA1101547,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510304,SAMEA1101548,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510306,SAMEA1101550,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510309,SAMEA1101553,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510310,SAMEA1101554,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510312,SAMEA1101556,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510313,SAMEA1101557,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510316,SAMEA1101586,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510318,SAMEA1101588,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510329,SAMEA1101599,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510331,SAMEA1101601,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510336,SAMEA1101606,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510340,SAMEA1101610,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510341,SAMEA1101611,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510342,SAMEA1101612,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510343,SAMEA1101613,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510347,SAMEA1101617,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510349,SAMEA1101619,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510350,SAMEA1101620,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510352,SAMEA1101622,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510353,SAMEA1101623,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510354,SAMEA1101624,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510355,SAMEA1101625,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510357,SAMEA1101628,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510363,SAMEA1101634,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510374,SAMEA1101671,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510377,SAMEA1101674,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510378,SAMEA1101675,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510381,SAMEA1101678,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510383,SAMEA1101680,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510384,SAMEA1101681,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510387,SAMEA1101685,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510388,SAMEA1101686,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510389,SAMEA1101687,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510391,SAMEA1101689,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510392,SAMEA1101690,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510393,SAMEA1101691,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510396,SAMEA1101694,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510397,SAMEA1101695,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510400,SAMEA1101698,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510401,SAMEA1101699,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510404,SAMEA1101702,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510405,SAMEA1101703,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510406,SAMEA1101704,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510408,SAMEA1101706,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510416,SAMEA1101714,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510418,SAMEA1101716,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510419,SAMEA1101717,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510422,SAMEA1101720,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510423,SAMEA1101721,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510425,SAMEA1101723,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510426,SAMEA1101724,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510427,SAMEA1101725,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510428,SAMEA1101726,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510430,SAMEA1101728,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510431,SAMEA1101729,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510432,SAMEA1101730,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510435,SAMEA1101733,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510436,SAMEA1101734,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510437,SAMEA1101735,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510438,SAMEA1101736,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510439,SAMEA1101737,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510440,SAMEA1101738,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510442,SAMEA1101740,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510445,SAMEA1101743,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510448,SAMEA1101746,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510449,SAMEA1101747,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510451,SAMEA1101749,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510452,SAMEA1101750,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510453,SAMEA1101751,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510454,SAMEA1101752,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510455,SAMEA1101753,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510456,SAMEA1101754,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510457,SAMEA1101755,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510459,SAMEA1101757,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510460,SAMEA1101758,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510461,SAMEA1101759,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510463,SAMEA1101761,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510464,SAMEA1101762,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510465,SAMEA1101763,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510466,SAMEA1101765,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510467,SAMEA1101766,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510469,SAMEA1101768,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510473,SAMEA1101772,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510474,SAMEA1101773,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510479,SAMEA1101780,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510480,SAMEA1101781,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510484,SAMEA1101786,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510485,SAMEA1101787,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510486,SAMEA1101788,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510487,SAMEA1101789,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510491,SAMEA1101793,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510492,SAMEA1101795,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510494,SAMEA1101798,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510497,SAMEA1101803,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510501,SAMEA1101809,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510503,SAMEA1101814,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510504,SAMEA1101815,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510505,SAMEA1101816,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510507,SAMEA1101818,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510508,SAMEA1101819,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510510,SAMEA1101833,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510511,SAMEA1101834,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510512,SAMEA1101835,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510514,SAMEA1101837,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510515,SAMEA1101838,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510517,SAMEA1101840,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510519,SAMEA1101877,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510520,SAMEA1101878,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510521,SAMEA1101879,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510522,SAMEA1101880,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510526,SAMEA1101884,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510527,SAMEA1101885,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510530,SAMEA1101888,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510532,SAMEA1101890,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510533,SAMEA1101891,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510534,SAMEA1101892,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510535,SAMEA1101893,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510536,SAMEA1101894,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510538,SAMEA1101896,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510539,SAMEA1101907,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510540,SAMEA1102054,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510542,SAMEA1102211,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510544,SAMEA1102213,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510545,SAMEA1102214,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510546,SAMEA1102215,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510548,SAMEA1102217,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
ERR2510549,SAMEA1102221,,,,,,,,,,Mycobacterium tuberculosis,PRJEB25972,University of Oxford;Nuffield Department of Medicine (NDM);San Raffaele Scientific Institute
